Order_Date,Time,Customer_Id,Product_Category,Product,Sales,Quantity,Order_Priority
09/07/2018,16:17:20,92368,Home & Furniture,Dinning Tables,119,1,Medium
21/04/2018,22:34:18,92797,Home & Furniture,Shoe Rack,124,5,Medium
23/07/2018,17:46:54,78308,Home & Furniture,Umbrellas,70,1,Medium
30/10/2018,09:48:09,61592,Home & Furniture,Dinner Crockery,133,4,High
21/12/2018,22:08:35,73227,Home & Furniture,Sofa Covers,216,3,Medium
29/10/2018,12:26:11,75348,Home & Furniture,Bed Sheets,211,1,Medium
12/09/2018,16:15:27,70820,Home & Furniture,Curtains,34,1,Medium
14/12/2018,13:51:39,72466,Home & Furniture,Towels,228,5,Medium
02/05/2018,21:37:33,72998,Home & Furniture,Sofas,67,4,Medium
28/05/2018,08:31:13,97078,Home & Furniture,Beds,78,1,Medium
28/12/2018,08:53:37,92302,Home & Furniture,Dinning Tables,119,1,Medium
09/06/2018,00:53:15,62809,Home & Furniture,Shoe Rack,124,3,Medium
29/06/2018,22:21:44,99523,Home & Furniture,Umbrellas,70,1,Medium
17/10/2018,21:01:39,95744,Home & Furniture,Dinner Crockery,133,5,Medium
29/01/2018,22:53:50,72490,Home & Furniture,Sofa Covers,216,1,Medium
01/10/2018,18:59:06,95326,Home & Furniture,Bed Sheets,211,1,Medium
21/08/2018,16:17:51,70044,Home & Furniture,Curtains,34,4,High
16/02/2018,13:30:59,91554,Home & Furniture,Towels,228,1,Medium
06/10/2018,10:36:53,92428,Home & Furniture,Sofas,67,5,Medium
07/07/2018,10:50:52,88774,Home & Furniture,Beds,78,3,Medium
25/07/2018,19:16:47,82049,Home & Furniture,Dinning Tables,119,1,Low
13/09/2018,12:38:14,97914,Home & Furniture,Shoe Rack,124,1,Medium
01/10/2018,16:51:01,91299,Home & Furniture,Umbrellas,70,1,Low
09/11/2018,20:10:29,88236,Home & Furniture,Dinner Crockery,133,5,Medium
01/05/2018,14:11:12,94182,Home & Furniture,Sofa Covers,216,1,Medium
20/06/2018,16:30:37,80546,Home & Furniture,Bed Sheets,211,5,Medium
17/08/2018,15:04:06,80087,Home & Furniture,Curtains,34,4,Medium
12/10/2018,13:53:19,71253,Home & Furniture,Towels,228,1,Medium
12/06/2018,12:46:35,95105,Home & Furniture,Sofas,67,1,Medium
07/05/2018,20:55:30,85779,Home & Furniture,Beds,78,4,Medium
14/07/2018,21:58:16,88020,Home & Furniture,Dinning Tables,119,3,Medium
21/09/2018,10:31:08,63456,Home & Furniture,Shoe Rack,124,1,Medium
24/04/2018,20:35:30,62519,Home & Furniture,Umbrellas,70,5,Medium
04/05/2018,15:04:01,69755,Home & Furniture,Dinner Crockery,133,3,High
24/04/2018,23:49:30,80666,Home & Furniture,Sofa Covers,216,1,Medium
15/05/2018,16:07:00,62171,Home & Furniture,Bed Sheets,211,4,Medium
07/04/2018,17:31:29,99262,Home & Furniture,Curtains,34,5,Medium
21/05/2018,11:23:40,89242,Home & Furniture,Towels,228,1,Medium
25/10/2018,21:22:44,78427,Home & Furniture,Sofas,67,1,Medium
23/10/2018,20:59:56,90086,Home & Furniture,Beds,78,3,Medium
05/07/2018,09:50:56,91800,Home & Furniture,Dinning Tables,119,5,Medium
23/02/2018,23:48:25,99966,Home & Furniture,Shoe Rack,124,3,Medium
25/07/2018,16:24:03,73960,Home & Furniture,Umbrellas,70,5,Low
18/09/2018,09:40:34,99307,Home & Furniture,Dinner Crockery,133,1,Medium
29/11/2018,19:33:28,85042,Home & Furniture,Sofa Covers,216,4,Medium
10/08/2018,21:58:33,76018,Home & Furniture,Bed Sheets,211,3,Medium
25/10/2018,14:29:32,84319,Home & Furniture,Curtains,34,4,Medium
30/03/2018,04:19:33,69685,Home & Furniture,Towels,228,3,High
28/11/2018,12:55:29,77254,Home & Furniture,Sofas,67,1,Medium
30/03/2018,11:37:12,97590,Home & Furniture,Beds,78,3,Medium
10/05/2018,14:55:04,85356,Home & Furniture,Dinning Tables,119,4,Medium
28/10/2018,09:09:32,63141,Home & Furniture,Shoe Rack,124,4,Medium
07/09/2018,02:10:12,97697,Home & Furniture,Umbrellas,70,1,Medium
05/09/2018,08:16:07,77293,Home & Furniture,Dinner Crockery,133,1,High
09/01/2018,12:48:09,71548,Home & Furniture,Sofa Covers,216,1,Medium
03/09/2018,17:39:05,81431,Home & Furniture,Bed Sheets,211,5,Medium
22/08/2018,08:36:38,71703,Home & Furniture,Curtains,34,3,Medium
21/09/2018,18:27:18,84350,Home & Furniture,Towels,228,1,Medium
18/02/2018,20:02:18,76795,Home & Furniture,Sofas,67,3,High
12/09/2018,20:17:16,82597,Home & Furniture,Beds,78,5,Medium
06/04/2018,14:45:59,90168,Home & Furniture,Dinning Tables,119,3,High
14/09/2018,13:41:38,93036,Home & Furniture,Shoe Rack,124,1,Medium
10/05/2018,17:42:57,97864,Home & Furniture,Umbrellas,70,3,Medium
05/05/2018,13:05:24,84844,Home & Furniture,Dinner Crockery,133,3,Medium
29/04/2018,08:15:57,66810,Home & Furniture,Sofa Covers,216,3,Low
26/05/2018,07:04:33,60955,Home & Furniture,Bed Sheets,211,4,Medium
13/02/2018,00:31:35,90733,Home & Furniture,Curtains,34,1,Medium
04/11/2018,19:00:59,74196,Home & Furniture,Towels,228,3,High
14/01/2018,10:54:03,68479,Home & Furniture,Sofas,67,4,Low
13/02/2018,16:54:36,89752,Home & Furniture,Beds,78,3,High
17/11/2018,17:20:21,63476,Home & Furniture,Dinning Tables,119,1,Medium
14/05/2018,19:41:42,60786,Home & Furniture,Shoe Rack,124,3,Medium
20/12/2018,19:02:23,83711,Home & Furniture,Umbrellas,70,1,Medium
14/08/2018,21:16:40,79136,Home & Furniture,Dinner Crockery,133,3,Medium
03/03/2018,20:13:13,80577,Home & Furniture,Sofa Covers,216,1,Medium
09/09/2018,17:38:49,73568,Home & Furniture,Bed Sheets,211,5,High
20/05/2018,11:31:59,97145,Home & Furniture,Curtains,34,1,High
03/08/2018,22:32:04,65855,Home & Furniture,Towels,228,4,Medium
21/11/2018,22:39:47,82523,Home & Furniture,Sofas,67,3,High
18/07/2018,19:49:49,60227,Home & Furniture,Beds,78,1,Medium
16/11/2018,07:38:25,77593,Home & Furniture,Dinning Tables,119,5,Medium
14/03/2018,17:13:04,86890,Home & Furniture,Shoe Rack,124,1,Medium
15/05/2018,17:24:42,61659,Home & Furniture,Umbrellas,70,5,Low
02/03/2018,13:51:42,82773,Home & Furniture,Dinner Crockery,133,3,Medium
25/08/2018,13:32:19,91164,Home & Furniture,Sofa Covers,216,3,High
18/07/2018,19:32:41,85848,Home & Furniture,Bed Sheets,211,4,Medium
30/06/2018,21:21:36,77693,Home & Furniture,Curtains,34,5,Medium
24/12/2018,16:33:38,72511,Home & Furniture,Towels,228,5,Medium
02/02/2018,22:27:32,86927,Home & Furniture,Sofas,67,1,Medium
29/06/2018,14:42:57,94969,Home & Furniture,Beds,78,1,Medium
11/10/2018,12:24:48,90365,Home & Furniture,Dinning Tables,119,5,Medium
21/09/2018,00:40:07,83637,Home & Furniture,Shoe Rack,124,4,Medium
13/11/2018,00:24:15,93738,Home & Furniture,Umbrellas,70,3,High
21/07/2018,22:41:28,82821,Home & Furniture,Dinner Crockery,133,3,Medium
28/05/2018,20:10:39,68709,Home & Furniture,Sofa Covers,216,1,Low
04/11/2018,10:08:27,73885,Home & Furniture,Bed Sheets,211,4,Medium
22/05/2018,12:22:20,97246,Home & Furniture,Curtains,34,1,Medium
24/07/2018,15:50:40,64276,Home & Furniture,Towels,228,4,Medium
15/06/2018,12:40:06,72065,Home & Furniture,Sofas,67,5,Medium
04/07/2018,10:43:37,65178,Home & Furniture,Beds,78,4,Low
04/06/2018,14:44:23,94548,Home & Furniture,Dinning Tables,119,4,Medium
02/07/2018,16:32:27,87153,Home & Furniture,Shoe Rack,124,4,Medium
14/07/2018,11:00:15,86718,Home & Furniture,Umbrellas,70,4,Medium
09/11/2018,22:40:43,91123,Home & Furniture,Dinner Crockery,133,3,Medium
24/05/2018,18:59:48,91002,Home & Furniture,Sofa Covers,216,4,Medium
14/08/2018,19:44:24,72052,Home & Furniture,Bed Sheets,211,3,Medium
29/05/2018,13:20:58,92236,Home & Furniture,Curtains,34,1,Medium
21/05/2018,15:18:54,63513,Home & Furniture,Towels,228,1,Medium
08/11/2018,09:56:14,93896,Home & Furniture,Sofas,67,5,Medium
20/12/2018,21:27:53,79122,Home & Furniture,Beds,78,5,Medium
08/05/2018,18:53:05,92350,Home & Furniture,Dinning Tables,119,1,Medium
05/09/2018,01:33:05,95462,Home & Furniture,Shoe Rack,124,1,Medium
24/04/2018,16:10:44,90355,Home & Furniture,Umbrellas,70,1,Medium
03/11/2018,01:50:48,85940,Home & Furniture,Dinner Crockery,133,4,Medium
26/06/2018,17:26:30,96942,Home & Furniture,Sofa Covers,216,5,Medium
21/12/2018,22:58:46,97560,Home & Furniture,Bed Sheets,211,1,Medium
10/12/2018,17:26:24,60372,Home & Furniture,Curtains,34,1,Medium
16/12/2018,13:15:12,74732,Home & Furniture,Towels,228,1,High
27/12/2018,14:07:56,84914,Home & Furniture,Sofas,67,3,Medium
21/11/2018,15:39:10,87608,Home & Furniture,Beds,78,1,High
25/09/2018,13:18:10,83347,Home & Furniture,Dinning Tables,119,1,High
09/05/2018,23:19:29,94392,Home & Furniture,Shoe Rack,124,4,Medium
03/01/2018,10:08:21,87921,Home & Furniture,Umbrellas,70,3,High
06/11/2018,11:25:48,74827,Home & Furniture,Dinner Crockery,133,1,Medium
24/04/2018,14:06:34,74360,Home & Furniture,Sofa Covers,216,1,Medium
03/06/2018,12:25:22,81816,Home & Furniture,Bed Sheets,211,1,Medium
12/04/2018,01:57:47,84917,Home & Furniture,Curtains,34,3,Medium
17/10/2018,16:48:32,98187,Home & Furniture,Towels,228,4,Medium
09/10/2018,09:26:17,72363,Home & Furniture,Sofas,67,1,Medium
09/11/2018,14:05:20,80875,Home & Furniture,Beds,78,3,Medium
24/09/2018,20:17:34,78781,Home & Furniture,Dinning Tables,119,3,Medium
02/08/2018,08:38:44,95454,Home & Furniture,Shoe Rack,124,4,Medium
03/12/2018,17:46:08,87257,Home & Furniture,Umbrellas,70,1,Medium
13/11/2018,19:28:49,97700,Home & Furniture,Dinner Crockery,133,1,Low
12/02/2018,16:15:06,79392,Home & Furniture,Sofa Covers,216,4,Medium
07/10/2018,02:53:27,95210,Home & Furniture,Bed Sheets,211,4,Medium
18/01/2018,08:41:11,74245,Home & Furniture,Curtains,34,5,Medium
13/12/2018,15:21:21,62084,Home & Furniture,Towels,228,1,Low
07/06/2018,13:29:22,62699,Home & Furniture,Sofas,67,4,Medium
16/06/2018,13:06:14,70349,Home & Furniture,Beds,78,1,Medium
08/05/2018,20:26:33,73653,Home & Furniture,Dinning Tables,119,5,Medium
30/11/2018,13:43:03,74372,Home & Furniture,Shoe Rack,124,5,Medium
30/01/2018,13:12:48,90641,Home & Furniture,Umbrellas,70,1,Medium
15/12/2018,14:54:00,65130,Home & Furniture,Dinner Crockery,133,5,Medium
10/05/2018,08:53:11,76744,Home & Furniture,Sofa Covers,216,4,Medium
25/04/2018,04:02:51,87704,Home & Furniture,Bed Sheets,211,1,Medium
14/12/2018,16:01:10,84383,Home & Furniture,Curtains,34,5,Medium
09/11/2018,15:02:10,72011,Home & Furniture,Towels,228,4,Medium
23/04/2018,17:58:39,82945,Home & Furniture,Sofas,67,4,Medium
07/11/2018,14:23:49,78278,Home & Furniture,Beds,78,1,Medium
02/12/2018,11:34:37,88011,Home & Furniture,Dinning Tables,119,1,Medium
07/10/2018,09:30:05,85386,Home & Furniture,Shoe Rack,124,3,Medium
14/02/2018,06:28:24,72830,Home & Furniture,Umbrellas,70,1,Medium
08/06/2018,13:21:32,87724,Home & Furniture,Dinner Crockery,133,3,High
26/02/2018,22:50:20,77838,Home & Furniture,Sofa Covers,216,4,Medium
05/08/2018,18:40:32,64193,Home & Furniture,Bed Sheets,211,1,High
21/12/2018,23:25:35,92320,Home & Furniture,Curtains,34,1,High
24/04/2018,10:02:27,76968,Home & Furniture,Towels,228,3,Medium
28/04/2018,21:14:53,78152,Home & Furniture,Sofas,67,3,Medium
18/03/2018,19:21:34,63679,Home & Furniture,Beds,78,4,Medium
12/06/2018,09:54:54,85314,Home & Furniture,Dinning Tables,119,1,Medium
05/12/2018,10:42:18,74407,Home & Furniture,Shoe Rack,124,3,Medium
23/08/2018,13:17:03,99500,Home & Furniture,Umbrellas,70,5,High
07/07/2018,16:24:11,79136,Home & Furniture,Dinner Crockery,133,3,Medium
28/07/2018,19:51:31,89565,Home & Furniture,Sofa Covers,216,1,Medium
30/03/2018,02:36:16,88116,Home & Furniture,Bed Sheets,211,1,Medium
06/10/2018,11:52:48,97802,Home & Furniture,Curtains,34,1,Medium
28/12/2018,19:36:58,61876,Home & Furniture,Towels,228,4,Medium
23/11/2018,13:05:40,75092,Home & Furniture,Sofas,67,1,Low
16/05/2018,13:19:09,63481,Home & Furniture,Beds,78,4,Medium
05/08/2018,16:12:45,89249,Home & Furniture,Dinning Tables,119,4,Low
10/07/2018,10:38:05,70625,Home & Furniture,Shoe Rack,124,4,Medium
30/06/2018,09:46:25,83979,Home & Furniture,Umbrellas,70,1,Medium
29/06/2018,15:52:26,93696,Home & Furniture,Dinner Crockery,133,5,High
09/01/2018,08:43:09,98034,Home & Furniture,Sofa Covers,216,3,Low
14/03/2018,18:27:19,85862,Home & Furniture,Bed Sheets,211,3,High
05/09/2018,12:28:52,86559,Home & Furniture,Curtains,34,3,Medium
01/12/2018,19:21:56,93615,Home & Furniture,Towels,228,4,Medium
04/12/2018,18:28:23,66088,Home & Furniture,Sofas,67,3,High
07/10/2018,18:15:04,96481,Home & Furniture,Beds,78,5,Medium
08/02/2018,13:16:15,89846,Home & Furniture,Dinning Tables,119,3,High
15/05/2018,20:00:28,64181,Home & Furniture,Shoe Rack,124,1,Medium
26/10/2018,10:15:11,62767,Home & Furniture,Umbrellas,70,4,Medium
20/12/2018,14:37:32,93898,Home & Furniture,Dinner Crockery,133,5,High
25/01/2018,21:04:31,81414,Home & Furniture,Sofa Covers,216,5,Medium
09/10/2018,23:20:27,75148,Home & Furniture,Bed Sheets,211,1,High
02/03/2018,17:47:12,77457,Home & Furniture,Curtains,34,4,High
18/11/2018,18:46:34,69241,Home & Furniture,Towels,228,1,High
04/10/2018,21:47:07,86573,Home & Furniture,Sofas,67,5,Medium
10/10/2018,18:24:51,68348,Home & Furniture,Beds,78,5,Medium
03/09/2018,20:45:51,64409,Home & Furniture,Dinning Tables,119,3,Medium
30/03/2018,12:47:40,84021,Home & Furniture,Shoe Rack,124,5,Medium
28/12/2018,11:52:01,62122,Home & Furniture,Umbrellas,70,1,Medium
04/05/2018,13:35:22,70194,Home & Furniture,Dinner Crockery,133,1,Medium
15/08/2018,15:37:34,79238,Home & Furniture,Sofa Covers,216,1,Medium
09/01/2018,10:22:29,91245,Home & Furniture,Bed Sheets,211,1,Medium
28/05/2018,17:35:19,93729,Home & Furniture,Curtains,34,1,Medium
10/02/2018,21:38:51,98534,Home & Furniture,Towels,228,5,Medium
15/02/2018,10:20:32,78037,Home & Furniture,Sofas,67,1,High
11/08/2018,22:48:20,66617,Home & Furniture,Beds,78,1,Medium
14/05/2018,18:13:58,90387,Home & Furniture,Dinning Tables,119,5,Medium
08/10/2018,19:14:02,89790,Home & Furniture,Shoe Rack,124,3,High
18/03/2018,13:35:02,78138,Home & Furniture,Umbrellas,70,5,Medium
03/12/2018,15:11:27,98418,Home & Furniture,Dinner Crockery,133,1,Medium
08/11/2018,20:10:15,73664,Home & Furniture,Sofa Covers,216,3,Medium
06/05/2018,09:20:09,87026,Home & Furniture,Bed Sheets,211,3,Low
22/04/2018,18:44:40,90839,Home & Furniture,Curtains,34,5,Medium
20/07/2018,14:25:16,81212,Home & Furniture,Towels,228,1,Medium
19/03/2018,16:12:59,60608,Home & Furniture,Sofas,67,1,High
17/09/2018,21:40:37,63649,Home & Furniture,Beds,78,5,Medium
07/08/2018,10:13:39,84927,Home & Furniture,Dinning Tables,119,5,Medium
03/04/2018,16:49:40,75135,Home & Furniture,Shoe Rack,124,5,Medium
21/11/2018,08:45:43,60515,Home & Furniture,Umbrellas,70,3,Medium
29/05/2018,19:16:01,87659,Home & Furniture,Dinner Crockery,133,1,Medium
26/02/2018,07:58:27,68958,Home & Furniture,Sofa Covers,216,1,Medium
19/03/2018,18:59:05,70421,Home & Furniture,Bed Sheets,211,1,High
30/03/2018,10:30:34,82686,Home & Furniture,Curtains,34,4,High
29/03/2018,16:26:05,88840,Home & Furniture,Towels,228,1,Medium
23/07/2018,20:30:29,79112,Home & Furniture,Sofas,67,4,Medium
10/05/2018,20:32:02,86869,Home & Furniture,Beds,78,3,Medium
13/02/2018,09:51:16,76011,Home & Furniture,Dinning Tables,119,1,Medium
17/08/2018,18:48:01,66364,Home & Furniture,Shoe Rack,124,3,Medium
19/07/2018,13:46:12,99351,Home & Furniture,Umbrellas,70,1,Medium
10/12/2018,10:11:58,73043,Home & Furniture,Dinner Crockery,133,1,Medium
03/09/2018,18:42:25,92115,Home & Furniture,Sofa Covers,216,3,Medium
29/07/2018,20:08:41,93978,Home & Furniture,Bed Sheets,211,5,Medium
01/08/2018,17:15:31,98419,Home & Furniture,Curtains,34,5,Medium
22/12/2018,14:07:52,60569,Home & Furniture,Towels,228,1,Medium
09/12/2018,15:25:35,62687,Home & Furniture,Sofas,67,1,Medium
30/07/2018,09:46:41,82306,Home & Furniture,Beds,78,1,Medium
18/07/2018,14:08:03,76156,Home & Furniture,Dinning Tables,119,3,Medium
30/09/2018,16:51:31,80907,Home & Furniture,Shoe Rack,124,1,Medium
05/07/2018,21:16:50,94845,Home & Furniture,Umbrellas,70,4,Medium
11/10/2018,11:10:56,74447,Home & Furniture,Dinner Crockery,133,4,Medium
03/07/2018,12:03:55,91495,Home & Furniture,Sofa Covers,216,1,Medium
29/11/2018,20:08:34,93743,Home & Furniture,Bed Sheets,211,1,Low
10/10/2018,14:36:45,69478,Home & Furniture,Curtains,34,5,Medium
08/02/2018,10:06:40,66117,Home & Furniture,Towels,228,1,Medium
07/03/2018,11:37:39,62763,Home & Furniture,Sofas,67,5,Low
27/06/2018,16:37:02,73251,Home & Furniture,Beds,78,4,Medium
24/06/2018,21:13:08,72971,Home & Furniture,Dinning Tables,119,1,Medium
22/09/2018,23:14:00,66028,Home & Furniture,Shoe Rack,124,4,Medium
03/12/2018,19:40:01,79989,Home & Furniture,Umbrellas,70,5,Medium
23/12/2018,13:31:25,98382,Home & Furniture,Dinner Crockery,133,3,High
24/11/2018,09:09:11,76930,Home & Furniture,Sofa Covers,216,3,Medium
04/06/2018,17:09:54,70867,Home & Furniture,Bed Sheets,211,4,Medium
14/05/2018,16:37:43,93821,Home & Furniture,Curtains,34,1,Medium
10/07/2018,13:41:35,78242,Home & Furniture,Towels,228,5,Medium
21/01/2018,14:46:13,71148,Home & Furniture,Sofas,67,4,Medium
08/04/2018,23:19:24,68936,Home & Furniture,Beds,78,3,Medium
25/09/2018,21:06:19,60128,Home & Furniture,Dinning Tables,119,5,Medium
11/12/2018,16:22:20,70192,Home & Furniture,Shoe Rack,124,1,Medium
03/10/2018,20:23:59,95265,Home & Furniture,Umbrellas,70,3,High
21/08/2018,21:11:02,60110,Home & Furniture,Dinner Crockery,133,4,Medium
23/05/2018,11:29:51,76635,Home & Furniture,Sofa Covers,216,5,Medium
13/07/2018,11:33:39,70627,Home & Furniture,Bed Sheets,211,1,Medium
02/12/2018,15:57:53,90446,Home & Furniture,Curtains,34,5,Medium
27/09/2018,10:48:39,71919,Home & Furniture,Towels,228,4,Medium
10/01/2018,20:39:38,91670,Home & Furniture,Sofas,67,5,Medium
14/10/2018,17:37:36,84859,Home & Furniture,Beds,78,1,Medium
06/04/2018,19:58:31,62455,Home & Furniture,Dinning Tables,119,4,Medium
26/03/2018,16:38:25,62159,Home & Furniture,Shoe Rack,124,1,Medium
20/11/2018,09:58:02,77451,Home & Furniture,Umbrellas,70,4,Medium
20/10/2018,11:18:37,62482,Home & Furniture,Dinner Crockery,133,1,Medium
06/09/2018,16:26:12,88805,Home & Furniture,Sofa Covers,216,5,Medium
11/05/2018,11:32:40,70761,Home & Furniture,Bed Sheets,211,1,Medium
12/06/2018,14:12:41,91308,Home & Furniture,Curtains,34,3,Medium
15/10/2018,13:51:09,61639,Home & Furniture,Towels,228,1,Medium
11/10/2018,18:22:10,74531,Home & Furniture,Sofas,67,3,Medium
08/06/2018,20:56:46,87853,Home & Furniture,Beds,78,1,Medium
19/11/2018,21:21:03,79144,Home & Furniture,Dinning Tables,119,5,Medium
11/02/2018,14:41:43,83663,Home & Furniture,Shoe Rack,124,1,Medium
08/10/2018,08:14:36,73354,Home & Furniture,Umbrellas,70,1,Medium
11/09/2018,19:23:50,62236,Home & Furniture,Dinner Crockery,133,4,Medium
24/04/2018,21:58:10,86608,Home & Furniture,Sofa Covers,216,4,Medium
11/12/2018,16:23:36,82229,Home & Furniture,Bed Sheets,211,1,Medium
08/11/2018,00:48:12,77437,Home & Furniture,Curtains,34,4,Medium
12/09/2018,13:45:57,86373,Home & Furniture,Towels,228,3,High
15/05/2018,10:38:22,94036,Home & Furniture,Sofas,67,1,Medium
04/05/2018,13:32:56,74973,Home & Furniture,Beds,78,5,Medium
03/11/2018,20:58:38,73865,Home & Furniture,Dinning Tables,119,1,Medium
13/09/2018,18:58:34,60804,Home & Furniture,Shoe Rack,124,1,Medium
08/06/2018,10:05:30,66453,Home & Furniture,Umbrellas,70,1,Medium
11/05/2018,12:59:18,92854,Home & Furniture,Dinner Crockery,133,4,Medium
01/05/2018,10:36:59,65041,Home & Furniture,Sofa Covers,216,1,Medium
04/11/2018,16:55:24,99052,Home & Furniture,Bed Sheets,211,1,Medium
11/08/2018,15:26:46,89709,Home & Furniture,Curtains,34,3,Medium
26/12/2018,17:54:57,87138,Home & Furniture,Towels,228,1,Medium
16/03/2018,00:01:35,67144,Home & Furniture,Sofas,67,5,High
26/12/2018,16:18:42,85314,Home & Furniture,Beds,78,1,High
26/04/2018,20:58:46,75428,Home & Furniture,Dinning Tables,119,1,Medium
25/09/2018,10:52:10,67891,Home & Furniture,Shoe Rack,124,4,High
06/10/2018,16:24:51,91006,Home & Furniture,Umbrellas,70,1,Medium
27/09/2018,09:25:53,73688,Home & Furniture,Dinner Crockery,133,1,High
27/12/2018,08:24:53,74018,Home & Furniture,Sofa Covers,216,3,Medium
15/08/2018,17:26:38,71529,Home & Furniture,Bed Sheets,211,3,Medium
22/10/2018,17:01:40,89233,Home & Furniture,Curtains,34,1,Medium
19/07/2018,18:16:35,72956,Home & Furniture,Towels,228,3,Medium
20/10/2018,21:33:16,84419,Home & Furniture,Sofas,67,4,Medium
11/06/2018,22:44:27,70568,Home & Furniture,Beds,78,3,Medium
22/09/2018,22:00:48,94298,Home & Furniture,Dinning Tables,119,5,High
28/05/2018,02:36:05,97118,Home & Furniture,Shoe Rack,124,1,Medium
26/04/2018,20:16:07,70866,Home & Furniture,Umbrellas,70,1,Medium
22/01/2018,18:29:00,97362,Home & Furniture,Dinner Crockery,133,4,Medium
19/02/2018,13:40:42,94102,Home & Furniture,Sofa Covers,216,5,Medium
15/05/2018,13:20:05,96634,Home & Furniture,Bed Sheets,211,5,Medium
12/03/2018,17:07:51,72809,Home & Furniture,Curtains,34,1,Low
30/12/2018,21:48:39,78695,Home & Furniture,Towels,228,5,High
01/12/2018,19:18:28,89685,Home & Furniture,Sofas,67,1,Medium
29/04/2018,21:46:27,88661,Home & Furniture,Beds,78,1,Medium
09/05/2018,17:44:06,70982,Home & Furniture,Dinning Tables,119,5,Medium
02/10/2018,21:02:33,98604,Home & Furniture,Shoe Rack,124,4,Medium
23/08/2018,08:42:54,71036,Home & Furniture,Umbrellas,70,1,Low
18/10/2018,18:04:34,91983,Home & Furniture,Dinner Crockery,133,5,Medium
10/12/2018,11:56:59,76091,Home & Furniture,Sofa Covers,216,5,Medium
15/12/2018,22:03:50,64162,Home & Furniture,Bed Sheets,211,4,Medium
18/05/2018,12:52:56,86632,Home & Furniture,Curtains,34,5,Medium
04/06/2018,11:15:10,63075,Home & Furniture,Towels,228,3,Medium
07/05/2018,13:15:13,60394,Home & Furniture,Sofas,67,3,High
11/10/2018,23:05:13,83100,Home & Furniture,Beds,78,1,Medium
18/10/2018,17:01:25,82196,Home & Furniture,Dinning Tables,119,4,Medium
11/10/2018,12:37:59,94717,Home & Furniture,Shoe Rack,124,1,Medium
19/07/2018,07:50:06,77966,Home & Furniture,Umbrellas,70,1,Low
08/06/2018,21:03:21,60989,Home & Furniture,Dinner Crockery,133,1,Medium
08/08/2018,20:37:19,99200,Home & Furniture,Sofa Covers,216,3,High
23/09/2018,16:24:00,94242,Home & Furniture,Bed Sheets,211,1,Medium
18/03/2018,15:27:25,94993,Home & Furniture,Curtains,34,3,Low
25/10/2018,22:01:05,64152,Home & Furniture,Towels,228,5,Medium
14/10/2018,12:16:23,85504,Home & Furniture,Sofas,67,3,Medium
14/11/2018,14:05:00,82503,Home & Furniture,Beds,78,5,Medium
08/01/2018,21:42:35,86121,Home & Furniture,Dinning Tables,119,5,Medium
13/01/2018,15:02:54,90008,Home & Furniture,Shoe Rack,124,4,Medium
12/11/2018,11:33:45,62007,Home & Furniture,Umbrellas,70,3,Medium
26/05/2018,15:53:43,96263,Home & Furniture,Dinner Crockery,133,4,Medium
22/01/2018,10:40:18,89640,Home & Furniture,Sofa Covers,216,1,Medium
21/07/2018,21:07:11,92845,Home & Furniture,Bed Sheets,211,4,High
12/04/2018,16:36:51,69034,Home & Furniture,Curtains,34,1,Medium
04/10/2018,18:21:10,70612,Home & Furniture,Towels,228,5,Medium
11/04/2018,12:48:31,85499,Home & Furniture,Sofas,67,3,Medium
24/07/2018,23:31:05,80764,Home & Furniture,Beds,78,1,Medium
11/12/2018,23:36:28,86951,Home & Furniture,Dinning Tables,119,5,Medium
25/02/2018,19:12:08,77978,Home & Furniture,Shoe Rack,124,1,Medium
09/11/2018,17:07:14,95728,Home & Furniture,Umbrellas,70,1,Medium
20/06/2018,17:37:33,75292,Home & Furniture,Dinner Crockery,133,1,Medium
21/04/2018,11:08:45,60962,Home & Furniture,Sofa Covers,216,4,Medium
02/03/2018,09:45:39,68061,Home & Furniture,Bed Sheets,211,1,Medium
25/10/2018,12:13:17,70675,Home & Furniture,Curtains,34,4,Medium
06/02/2018,00:33:14,89571,Home & Furniture,Towels,228,5,Medium
01/02/2018,17:39:10,77311,Home & Furniture,Sofas,67,1,Medium
13/10/2018,15:14:46,91871,Home & Furniture,Beds,78,4,Medium
26/06/2018,00:19:26,91815,Home & Furniture,Dinning Tables,119,5,Medium
27/10/2018,18:23:16,77126,Home & Furniture,Shoe Rack,124,5,Medium
21/07/2018,16:31:53,65565,Home & Furniture,Umbrellas,70,1,Medium
19/06/2018,11:05:36,85603,Home & Furniture,Dinner Crockery,133,4,Medium
09/10/2018,08:34:37,73652,Home & Furniture,Sofa Covers,216,1,Medium
22/11/2018,14:19:39,70822,Home & Furniture,Bed Sheets,211,1,Low
26/04/2018,23:04:08,71632,Home & Furniture,Curtains,34,1,Medium
28/10/2018,14:45:00,90877,Home & Furniture,Towels,228,1,Medium
15/11/2018,16:39:21,97830,Home & Furniture,Sofas,67,1,Medium
03/11/2018,10:56:56,90981,Home & Furniture,Beds,78,3,High
22/03/2018,17:40:51,84851,Home & Furniture,Dinning Tables,119,5,High
10/12/2018,23:38:21,82616,Home & Furniture,Shoe Rack,124,1,High
17/08/2018,10:07:07,97787,Home & Furniture,Umbrellas,70,3,Medium
14/11/2018,12:28:49,96179,Home & Furniture,Dinner Crockery,133,3,Medium
